@relation alpha_full_set
@attribute r1 NUMERIC
@attribute r2 NUMERIC
@attribute r3 NUMERIC
@attribute r4 NUMERIC
@attribute r5 NUMERIC
@attribute r6 NUMERIC
@attribute r7 NUMERIC
@attribute r8 NUMERIC
@attribute class {alpha}

%all features for ALPHA

@data
-0.68413851825519278, -0.72935210141576279, 0.9812368953973347, 0.1967393989157781, 0.9756169353122156, -0.98635844168904618, -0.16461173867241821, 1.0758814509011418, alpha
0.99989984962034761, -0.014152410720665419, 0.9169282842627334, 0.22351053574978827, 0.9144878802701543, 0.97772755581611726, 0.20987812319973068, 0.9831523638570097, alpha
-0.86205762628603855, -0.5068102691955646, 0.9192826965721699, 0.20149610347088667, 0.9115605874937771, -0.98806816832254574, -0.15401718978000289, 0.9952562246189756, alpha
0.91960369995666924, -0.39284734315762426, 0.8932138386623889, 0.20991269751948236, 0.884338135698105, 0.98786534780654489, 0.15531276381242495, 0.9586681872857995, alpha
-0.84815705148910192, -0.52974485935147397, 0.8616555002551775, 0.22196650538015816, 0.85286918747543, -0.98551573012973248, -0.16958403718174736, 1.0141691535562236, alpha
0.88381679721548889, 0.46783316359548027, 0.8362590854998229, 0.23466056835258228, 0.826327908496984, 0.98428237947256569, 0.17660180480341678, 0.9136568581353526, alpha
-0.96689482207011546, -0.25517523989211771, 0.8338500365953101, 0.23645890942381045, 0.8251091757204013, -0.98247240953565396, -0.18640805911013095, 0.9203188901448052, alpha
0.9999191034381395, 0.012719535347932633, 0.9093176924023859, 0.242800604241034, 0.9090208442274578, 0.97098543515812041, 0.23913863073705938, 0.9664815183569994, alpha
-0.85605923994737698, -0.51687772025955947, 0.9099087841805902, 0.2494215228594531, 0.9051927653268115, -0.97410411768111249, -0.22609990693651638, 1.3343526605410618, alpha
0.99928121826169125, 0.037908400512684119, 0.8417821511798644, 0.225989731919561, 0.8409170834773189, 0.97557537612104794, 0.21966493918301072, 0.9250271899381411, alpha
-0.81465309427459143, -0.57994856322680366, 0.8957670614601767, 0.21269741236955478, 0.8875332416968955, -0.98653318981715699, -0.16356119768816063, 1.0075967174736677, alpha
0.95030788377678932, -0.3113116220632956, 0.91661720417904, 0.21986694023313122, 0.9075937238489477, 0.98562933666659158, 0.16892249909995646, 1.1293520690128884, alpha
-0.94562781592734224, -0.32525072443345082, 0.9320593072846813, 0.21844248674670405, 0.9249936154352634, -0.98369327616584068, -0.17985421436851329, 1.2989843712749485, alpha
0.6617695115059623, -0.74970735199887173, 0.777665887517898, 0.2693423615105505, 0.7731391053232272, 0.96959007096996108, 0.24473474268371806, 0.8217377063553211, alpha
-0.97816348994957558, -0.2078369238842481, 0.9292907694177318, 0.21310612351361616, 0.922557008281873, -0.98451260122289641, -0.17531382727362443, 1.6194935071651766, alpha
-0.95774298283335402, -0.28762541409526005, 0.9242059388740153, 0.2153566757139569, 0.91420472897158, -0.98758732195101917, -0.15707094423098741, 1.1779469644865734, alpha
0.98183479558584219, -0.18973780376326616, 0.8904776780413982, 0.27035961202350817, 0.8727358736737021, 0.9832654138390986, 0.18217882958188628, 1.1818350016179948, alpha
-0.96546384300545007, -0.26053707576686186, 0.891333799373164, 0.30730800638150246, 0.8604441632389633, -0.98736912433916402, -0.15843677698600347, 1.2131792715889527, alpha
0.28544963753239938, -0.95839371055564737, 0.8737532099580523, 0.2556928660119779, 0.8650918133036517, 0.97717489288420678, 0.21243641099571164, 1.141557142126671, alpha
-0.82075671694173002, -0.57127787598946356, 0.9165358206824215, 0.3011538662199098, 0.886117325354267, -0.98777777496909092, -0.15586875016215357, 1.0972641879017946, alpha
0.12363478912284986, -0.99232778804110311, 0.9074028394825531, 0.20264643982385078, 0.9032802333943769, 0.98400802667839404, 0.17812412366800012, 1.2370712580085796, alpha
